Class 1,Term 1,Similarity,Class 2,Term 2,Comment,Reasoning,Factors
28,Sporting articles and equipment,1,41,Sporting activities,"The General Court has held that the organization of sporting activities involves the
use of ‘games’—and, by extension, ‘gymnastic and sporting articles’—hence, a
degree of low similarity exists between them (16/09/2013, T-250/10, Knut – der
Eisbär, EU:T:2013:448, § 68-76).","['2. Purpose', '4. Complementary goods / services', '7. Relevant public']","[2, 4, 7]"
29,"Fish, seafood and molluscs, not live",1,31,"Live animals, organisms for breeding","The category live animals also include live animals that are eaten live or sold to be cooked in their living state, such as oysters, mussels and lobsters.","['6. Distribution channels', '8. Producer / Provider']","[6, 8]"
22,"Bags and sacks for packaging, storage and transport",1,22,Tents,Low degree of similarity is found because of the link between specific bags/sacks for the storage of tents (which are included in the broad category of bags/sacks) and tents. This may not apply when other specific bags/sacks are comapred to tents.,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
22,"Bags and sacks for packaging, storage and transport",1,22,Sails,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[4, 6, 7, 8]"
9,Protective and safety equipment,1,25,Footwear,"Protective and safety equipment includes helmets and goggles for sporting activities, which belong to the same market sector as sportswear. For example ski gear typically encompasses helmets, goggles and boots for skiing. These goods are commonly manufactured under the control of the same entity, they are offered for sale in the same specialised shops or sports departments in stores, and satisfy the needs of the same public.","['6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[6, 7, 8]"
9,Protective and safety equipment,1,25,Headgear,"Protective and safety equipment includes helmets and goggles for sporting activities, which belong to the same market sector as sportswear. For example ski gear typically encompasses helmets, goggles and hats for skiing. These goods are commonly manufactured under the control of the same entity, they are offered for sale in the same specialised shops or sports departments in stores, and satisfy the needs of the same public.","['6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[6, 7, 8]"
9,Protective and safety equipment,1,28,Sporting articles and equipment,"Protective and safety equipment in class 9 covers various sports helmets (e.g. ski helmets, snowboard helmets). It is common that they are sold through the distribution channels and may be produced by the same producers as respective sporting articles. They also target the same relevant public.","['6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[6, 7, 8]"
9,Protective and safety equipment,1,25,Clothing,"Protective and safety equipment includes helmets and goggles for sporting activities, which belong to the same market sector as sportswear. For example ski gear typically encompasses helmets, goggles and clothing for skiing. These goods are commonly manufactured under the control of the same entity, they are offered for sale in the same specialised shops or sports departments in stores, and satisfy the needs of the same public.","['6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[6, 7, 8]"
9,Apparatus and instruments for controlling electricity,1,9,Checking (supervision) apparatus and instruments,Apparatus and instruments for controlling electricity are to a certain extent similar to electricity checking equipment.,"['6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[6, 7, 8]"
9,Apparatus and instruments for controlling electricity,1,9,Measuring apparatus and instruments,Apparatus and instruments for controlling electricity are to a certain extent similar to electricity measurement equipment.,"['6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[6, 7, 8]"
9,Information technology and audiovisual equipment,1,15,Musical instruments,Information technology and audiovisual equipment is a broad category which includes sound amplifiers. They are essential to the use of some musical instruments such as electric guitars. These goods are also typically sold at the same points of sale and they satisfy the needs of the same consumers.,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public']","[4, 6, 7]"
5,"Medical dressings, coverings and applicators",1,10,Orthopedic and mobility aids,"These group titles are considered similar because materials for dressings (covered by the group title 'Medical dressings, coverings and applicators') in Class 5 are similar to orthopedic articles (covered by the group title 'Orthopedic and mobility aids') in Class 10. Bandages that provide support for orthopedic conditions are classified in Class 10, while bandages used for protection or as a carrier for medicinal preparations are classified in Class 5. Some examples of bandages that are classified in class 10 are knee bandages, supportive bandages and badanges for joints.","['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public']","[4, 6, 7]"
5,"Medical dressings, coverings and applicators",1,10,Surgical and wound treating equipment,"These group titles are considered similar because materials for dressings (covered by the group title 'Medical dressings, coverings and applicators') in Class 5 are similar to surgical apparatus and instruments (covered by the group title 'Surgical and wound treating equipment') in Class 10.","['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public']","[4, 6, 7]"
6,"Doors, gates, windows and window coverings of metal",1,19,"Building and construction materials and elements, not of metal",,"['6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[6, 7, 8]"
6,Building and construction materials and elements of metal,1,19,"Doors, gates, windows and window coverings, not of metal",,"['6. Distribution channels', '7. Relevant public', '8. Producer / Provider']","[6, 7, 8]"
5,Disinfectants and antiseptics,1,10,Surgical and wound treating equipment,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public']","[4, 6, 7]"
5,Disinfectants and antiseptics,1,10,Medical and veterinary apparatus and instruments,,"['4. Complementary goods / services', '6. Distribution channels', '7. Relevant public']","[4, 6, 7]"
